robot,grid,battery_p,mean_cleaned,std_cleaned,mean_efficiency,std_efficiency,mean_time_taken,std_time_taken
policy hive iteration,3_robot_grid,0,100.0,0.0,95.70552147239262,1.4210854715202004e-14,10.249966382980347,0.056061269120222836
