robot,grid,battery_p,mean_cleaned,std_cleaned,mean_efficiency,std_efficiency,mean_time_taken,std_time_taken
policy hive iteration,3_robot_grid,0,100.0,0.0,88.13559322033899,0.0,10.854723691940308,0.1767944246959056
