robot,grid,battery_p,mean_cleaned,std_cleaned,mean_efficiency,std_efficiency,mean_time_taken,std_time_taken
policy hive iteration,3_robot_grid,0,100.0,0.0,91.76470588235294,0.0,9.796523571014404,0.11694201667299013
